,,,,,,,,,,,,,,,,,,,,,
,Top Accounts_Antigravity,,,,,,,,,,,,,,,,,,,,
,As of 2026-03-03 13:25:24 Pacific Standard Time/PST • Generated by Akshay Mehndiratta,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Filtered By,,,,,,,,,,,,,,,,,,,,
,Show: All accounts,,,,,,,,,,,,,,,,,,,,
,Level equals Level 1,,,,,,,,,,,,,,,,,,,,
,"Bucket equals Top, Strategics, Enterprises",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Account ID,,L1 Account ID,L1 account Name ( Top Level ),Account Name,Market,Pillar,Level,Customer Type,Account Type,Bucket,State/Province,Annual Revenue,Account Owner,Customer Account Reachable for Marketing,# of Providers,Physicians Count,Territory,SDR Rep Assigned,Domain,
,0015j00000DA0yRAAT,,0015j00000DA0yRAAT,Kroger,Kroger,Provider,Value; Experience; Productivity; PQS; Gravity,Level 1,PQS,Customer,Strategics,OH,,Jay Levine,Yes,,,Orbit_2,Riddhimaan Bhattacharyya,kroger.com,
,0015j00000DA0yXAAT,,0015j00000DA0yXAAT,Exelixis,Exelixis,Life Sciences,Value,Level 1,,Suspect,Top,CA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,exelixis.com,
,0015j00000DA0yjAAD,,0015j00000DA0yjAAD,Endo International,Endo International,Life Sciences,Value,Level 1,,Target,Top,PA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,endo.com,
,0015j00000DA0yqAAD,,0015j00000DA0yqAAD,Eisai,Eisai,Life Sciences,Value,Level 1,,Target,Top,NJ,,Gina Black,,,,LS_All,Kumar Shanu Goswami,eisai.com,
,0015j00000DA12BAAT,,0015j00000DA12BAAT,Sarepta Therapeutics,Sarepta Therapeutics,Life Sciences,Value,Level 1,,Suspect,Top,MA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,sarepta.com,
,0015j00000DA12FAAT,,0015j00000DA12FAAT,Sanofi,Sanofi,Life Sciences,Value,Level 1,,Prospect,Top,NJ,,Shyam Dattani,,,,LS_All,Aditya Nandwana,sanofi.com,
,0015j00000DA12IAAT,,0015j00000DA12IAAT,Dompe farmaceutici,Dompe farmaceutici,Life Sciences,Value,Level 1,,Target,Top,CA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,dompe.com,
,0015j00000DA12KAAT,,0015j00000DA12KAAT,Dexcom,Dexcom,Life Sciences,Value,Level 1,,Target,Top,CA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,dexcom.com,
,0015j00000DA12QAAT,,0015j00000DA12QAAT,Danaher Corporation,Danaher Corporation,Life Sciences,Value,Level 1,,Customer,Top,DC,,Shyam Dattani,No,,,LS_All,Aditya Nandwana,danaher.com,
,0015j00000DA12VAAT,,0015j00000DA12VAAT,Sumitomo Pharma America,Sumitomo Pharma America,Life Sciences,Value,Level 1,,Target,Top,MA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,ds-pharma.co.jp,
,0015j00000DA12YAAT,,0015j00000DA12YAAT,Daiichi Sankyo,Daiichi Sankyo,Life Sciences,Value,Level 1,,Suspect,Top,NJ,,Shyam Dattani,,,,LS_All,Aditya Nandwana,daiichisankyo.com,
,0015j00000DA12jAAD,,0015j00000DA12jAAD,Ipsen,Ipsen,Life Sciences,Value,Level 1,,Suspect,Top,NJ,,Gina Black,,,,LS_All,Kumar Shanu Goswami,ipsen.com,
,0015j00000DA12nAAD,,0015j00000DA12nAAD,Intuitive,Intuitive,Life Sciences,Value,Level 1,,Suspect,Top,CA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,intuitive.com,
,0015j00000DA12wAAD,,0015j00000DA12wAAD,Insulet Corporation,Insulet Corporation,Life Sciences,Value,Level 1,,Target,Top,MA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,insulet.com,
,0015j00000DA135AAD,,0015j00000DA135AAD,Indivior,Indivior,Life Sciences,Value,Level 1,,Target,Top,VA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,indivior.com,
,0015j00000DA139AAD,,0015j00000DA139AAD,CSL Behring,CSL Behring,Life Sciences,Value,Level 1,,Target,Top,PA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,cslbehring.com,
,0015j00000DA13FAAT,,0015j00000DA13FAAT,Corcept Therapeutics,Corcept Therapeutics,Life Sciences,Value,Level 1,,Target,Top,CA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,corcept.com,
,0015j00000DA13JAAT,,0015j00000DA13JAAT,ConvaTec,ConvaTec,Life Sciences,Value,Level 1,,Target,Top,NJ,,Gina Black,,,,LS_All,Kumar Shanu Goswami,convatec.com,
,0015j00000DA144AAD,,0015j00000DA144AAD,ACADIA Pharmaceuticals,ACADIA Pharmaceuticals,Life Sciences,Value,Level 1,,Target,Top,CA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,acadia-pharm.com,
,0015j00000DA14PAAT,,0015j00000DA14PAAT,Penumbra,Penumbra,Life Sciences,Value,Level 1,,Suspect,Top,CA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,penumbrainc.com,
,0015j00000DA14eAAD,,0015j00000DA14eAAD,Otsuka Pharmaceutical,Otsuka Pharmaceutical,Life Sciences,Value,Level 1,,Suspect,Top,NJ,,Gina Black,,,,LS_All,Kumar Shanu Goswami,otsuka-us.com,
,0015j00000DA17gAAD,,0015j00000DA17gAAD,Boston Scientific,Boston Scientific,Life Sciences,Value,Level 1,,Suspect,Top,MA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,bostonscientific.com,
,0015j00000DA17kAAD,,0015j00000DA17kAAD,Boehringer Ingelheim,Boehringer Ingelheim,Life Sciences,Value,Level 1,,Suspect,Top,CT,,Gina Black,,,,LS_All,Kumar Shanu Goswami,boehringer-ingelheim.com,
,0015j00000DA17oAAD,,0015j00000DA17oAAD,Organon,Organon,Life Sciences,Value,Level 1,,Suspect,Top,NJ,,Gina Black,,,,LS_All,Kumar Shanu Goswami,organon.com,
,0015j00000DA17xAAD,,0015j00000DA17xAAD,Olympus,Olympus,Life Sciences,Value,Level 1,,Target,Top,PA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,olympusamerica.com,
,0015j00000DA17zAAD,,0015j00000DA17zAAD,Octapharma,Octapharma,Life Sciences,Value,Level 1,,Target,Top,NJ,,Gina Black,,,,LS_All,Kumar Shanu Goswami,octapharma.com,
,0015j00000DA184AAD,,0015j00000DA184AAD,Novo Nordisk,Novo Nordisk,Life Sciences,Value,Level 1,Humbi,Customer,Top,NH,,Gina Black,Yes,,,LS_All,Kumar Shanu Goswami,novonordisk.com,
,0015j00000DA18EAAT,,0015j00000DA18EAAT,BIOTRONIK,BIOTRONIK,Life Sciences,Value,Level 1,,Target,Top,OR,,Gina Black,,,,LS_All,Kumar Shanu Goswami,biotronik.com,
,0015j00000DA18MAAT,,0015j00000DA18MAAT,BioMarin,BioMarin,Life Sciences,Value,Level 1,,Suspect,Top,CA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,biomarin.com,
,0015j00000DA18UAAT,,0015j00000DA18UAAT,BeOne Medicines,BeOne Medicines,Life Sciences,Value,Level 1,,Prospect,Top,MA,,Shyam Dattani,,,,LS_All,Aditya Nandwana,beigene.com,
,0015j00000DA18YAAT,,0015j00000DA18YAAT,Bayer Pharmaceuticals,Bayer Pharmaceuticals,Life Sciences,Value,Level 1,,Suspect,Top,PA,,Shyam Dattani,,,,LS_All,Aditya Nandwana,bayer.com,
,0015j00000DA18fAAD,,0015j00000DA18fAAD,Neurocrine Biosciences,Neurocrine Biosciences,Life Sciences,Value,Level 1,,Target,Top,CA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,neurocrine.com,
,0015j00000DA18uAAD,,0015j00000DA18uAAD,Moderna,Moderna,Life Sciences,Value,Level 1,,Suspect,Top,MA,,Shyam Dattani,,,,LS_All,Aditya Nandwana,modernatx.com,
,0015j00000DA18yAAD,,0015j00000DA18yAAD,Bausch Health Companies,Bausch Health Companies,Life Sciences,Value,Level 1,,Suspect,Top,NJ,,Gina Black,,,,LS_All,Kumar Shanu Goswami,bauschhealth.com,
,0015j00000DA190AAD,,0015j00000DA190AAD,Bausch & Lomb,Bausch & Lomb,Life Sciences,Value,Level 1,,Target,Top,NJ,,Gina Black,,,,LS_All,Kumar Shanu Goswami,bausch.com,
,0015j00000DA195AAD,,0015j00000DA195AAD,B. Braun,B. Braun,Life Sciences,Value,Level 1,,Target,Top,PA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,bbraun.com,
,0015j00000DA199AAD,,0015j00000DA199AAD,AVEO Pharmaceuticals,AVEO Pharmaceuticals,Life Sciences,Value,Level 1,,Target,Top,MA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,aveooncology.com,
,0015j00000DA19hAAD,,0015j00000DA19hAAD,Argenx,Argenx,Life Sciences,Value,Level 1,,Suspect,Top,MA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,argenx.com,
,0015j00000DA1A4AAL,,0015j00000DA1A4AAL,Mallinckrodt Pharmaceuticals,Mallinckrodt Pharmaceuticals,Life Sciences,Value,Level 1,,Target,Top,MO,,Gina Black,,,,LS_All,Kumar Shanu Goswami,mallinckrodt.com,
,0015j00000DA1DDAA1,,0015j00000DA1DDAA1,LEO Pharma,LEO Pharma,Life Sciences,Value,Level 1,,Suspect,Top,NJ,,Gina Black,,,,LS_All,Kumar Shanu Goswami,leo-pharma.com,
,0015j00000DA1DKAA1,,0015j00000DA1DKAA1,Amneal Pharmaceuticals,Amneal Pharmaceuticals,Life Sciences,Value,Level 1,,Target,Top,NJ,,Gina Black,,,,LS_All,Kumar Shanu Goswami,amneal.com,
,0015j00000DA1DXAA1,,0015j00000DA1DXAA1,Alnylam Pharmaceuticals,Alnylam Pharmaceuticals,Life Sciences,Value,Level 1,,Target,Top,MA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,alnylam.com,
,0015j00000DA1DbAAL,,0015j00000DA1DbAAL,Alkermes,Alkermes,Life Sciences,Value,Level 1,,Target,Top,MA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,alkermes.com,
,0015j00000DA1DcAAL,,0015j00000DA1DcAAL,ALK-Abelllo,ALK-Abelllo,Life Sciences,Value,Level 1,,Target,Top,TX,,Gina Black,,,,LS_All,Kumar Shanu Goswami,alk.net,
,0015j00000DA1DfAAL,,0015j00000DA1DfAAL,ResMed,ResMed,Life Sciences,Value,Level 1,,Target,Top,CA,,Gina Black,,,,LS_All,Kumar Shanu Goswami,resmed.com,
,0015j00000DA1DiAAL,,0015j00000DA1DiAAL,Regeneron,Regeneron,Life Sciences,Value,Level 1,Humbi,Customer,Top,NY,,Gina Black,Yes,,,LS_All,Kumar Shanu Goswami,regeneron.com,
,0015j00000DA1DuAAL,,0015j00000DA1DuAAL,PTC Therapeutics,PTC Therapeutics,Life Sciences,Value,Level 1,,Suspect,Top,NJ,,Gina Black,,,,LS_All,Kumar Shanu Goswami,ptcbio.com,
,0015j00000DA1E9AAL,,0015j00000DA1E9AAL,Chiesi,Chiesi,Life Sciences,Value,Level 1,,Target,Top,NC,,Gina Black,,,,LS_All,Kumar Shanu Goswami,chiesiusa.com,
